"weight","sex","hindfoot_length","species_id"
23,"M",20,"OT"
21,"M",19,"PM"
49,"M",36,"DM"
,,,"SS"
34,"F",33,"DM"
43,"F",35,"DM"
41,"F",35,"DM"
35,"M",22,"OL"
55,"M",28,"SH"
48,"F",35,"DM"
45,"F",36,"DM"
,"M",34,"DM"
,,,"SS"
25,"F",20,"PM"
54,"M",37,"DO"
46,"M",35,"DM"
63,"F",36,"DO"
,,,"SS"
31,"F",34,"DM"
54,"M",36,"DM"
183,"F",32,"NL"
32,"F",34,"DM"
47,"F",35,"DM"
49,"M",35,"DM"
26,"M",33,"DM"
46,"F",36,"DM"
142,"M",30,"NL"
45,"M",36,"DM"
21,"F",19,"OT"
,"M",34,"DO"
31,"F",34,"DM"
,,,
53,"M",37,"DM"
12,"M",21,"PP"
102,"F",46,"DS"
134,"M",53,"DS"
62,"M",35,"DO"
53,"F",37,"DM"
27,"F",35,"DM"
51,"M",36,"DO"
180,"F",32,"NL"
40,"M",37,"DM"
131,"M",49,"DS"
14,"M",19,"OL"
148,"M",54,"DS"
43,"F",37,"DM"
94,"F",31,"NL"
20,"M",20,"OL"
49,"M",37,"DM"
20,"F",19,"OT"
46,"M",37,"DM"
41,"F",37,"DM"
49,"F",34,"DO"
124,"F",50,"DS"
42,"F",35,"DM"
22,"F",20,"PE"
42,"F",36,"DM"
50,"M",37,"DM"
49,"F",37,"DM"
37,"F",37,"DM"
22,"F",21,"PE"
24,"F",20,"OL"
176,"M",32,"NL"
51,"M",37,"DM"
51,"M",35,"DM"
221,"M",33,"NL"
136,"F",51,"DS"
43,"M",36,"DM"
48,"M",37,"DM"
45,"M",36,"DM"
32,"M",21,"OL"
43,"F",34,"DM"
,,,
,,,
,,,
36,"F",35,"DM"
25,"F",20,"OL"
49,"M",34,"DM"
48,"M",35,"DM"
42,"F",34,"DM"
27,"F",19,"PM"
49,"M",37,"DM"
46,"F",35,"DO"
41,"F",34,"DM"
38,"F",35,"DO"
42,"M",36,"DM"
26,"M",19,"OL"
12,"M",17,"RM"
11,"M",17,"RM"
36,"F",19,"OL"
34,"F",32,"DO"
37,"M",36,"DM"
21,"F",20,"PM"
48,"M",34,"DM"
35,"F",33,"DM"
51,"M",36,"DM"
49,"F",36,"DM"
45,"F",37,"DM"
51,"M",36,"DM"
24,"M",20,"OT"
49,"M",35,"DM"
52,"M",37,"DM"
26,"M",21,"OL"
29,"F",35,"DM"
44,"F",37,"DM"
38,"F",35,"DO"
18,"M",29,"DO"
43,"F",36,"DM"
33,"M",35,"DM"
167,"M",32,"NL"
40,"F",36,"DM"
10,"F",19,"OT"
36,"M",20,"OL"
44,"F",36,"DM"
69,"F",35,"DO"
29,"F",20,"OL"
54,"M",36,"DO"
46,"F",35,"DM"
24,"M",20,"PM"
37,"F",35,"DM"
49,"M",35,"DM"
,,,
,,,
46,"F",36,"DM"
,"F",48,"DS"
62,"F",35,"DO"
49,"M",35,"DM"
22,"F",19,"OL"
49,"F",36,"DO"
34,"M",21,"OL"
48,"M",35,"DO"
48,"M",35,"DO"
133,"M",52,"DS"
117,"F",50,"DS"
141,"F",51,"DS"
170,"M",53,"DS"
48,"M",37,"DM"
52,"M",36,"DM"
32,"F",21,"OL"
18,"F",20,"PM"
,,,"AH"
33,"M",34,"DM"
31,"M",34,"DM"
47,"F",36,"DM"
47,"F",36,"DM"
56,"M",38,"DM"
42,"M",37,"DM"
21,"M",20,"PM"
144,"M",49,"DS"
37,"M",36,"DM"
47,"F",38,"DM"
11,"M",16,"RM"
18,"F",19,"PM"
135,"M",50,"DS"
37,"M",35,"DM"
32,"M",33,"DM"
20,"F",20,"PM"
56,"F",36,"DO"
31,"F",34,"DM"
63,"F",33,"DO"
50,"M",36,"DM"
14,"F",17,"RM"
28,"F",20,"OL"
62,"F",37,"DO"
130,"F",48,"DS"
130,"F",48,"DS"
9,"F",16,"RM"
53,"M",37,"DM"
44,"M",35,"DM"
44,"M",34,"DM"
144,"M",32,"NL"
56,"M",36,"DO"
45,"F",37,"DM"
20,"M",21,"PM"
50,"M",35,"DO"
40,"M",35,"DO"
40,"F",36,"DM"
32,"F",36,"DM"
44,"M",35,"DO"
25,"M",20,"OT"
42,"F",36,"DM"
47,"M",35,"DM"
36,"M",34,"DM"
48,"M",35,"DM"
43,"F",36,"DM"
49,"F",35,"DO"
42,"F",35,"DM"
25,"F",21,"PE"
43,"M",35,"DM"
,"F",,"RM"
41,"F",34,"DO"
12,"M",17,"RM"
35,"M",22,"OL"
,,,"AB"
210,"M",34,"NL"
41,"F",35,"DM"
52,"M",35,"DM"
29,"M",34,"DO"
54,"M",35,"DO"
30,"M",31,"DO"
43,"M",36,"DM"
25,"M",21,"PM"
43,"F",35,"DM"
13,"M",17,"RM"
55,"M",33,"DO"
44,"F",36,"DM"
38,"M",35,"DM"
24,"F",19,"PM"
42,"F",36,"DM"
43,"F",35,"DO"
51,"M",35,"DM"
51,"F",34,"DO"
42,"M",37,"DM"
24,"M",20,"OT"
204,"M",33,"NL"
216,"M",34,"NL"
37,"F",35,"DM"
,,,"AH"
25,"F",20,"OL"
,"M",36,"DO"
50,"M",36,"DM"
48,"M",36,"DM"
12,"F",16,"RM"
42,"M",20,"OL"
50,"F",37,"DO"
51,"M",37,"DM"
30,"F",35,"DO"
22,"M",20,"PM"
37,"F",36,"DM"
44,"F",36,"DM"
9,"M",16,"RM"
27,"M",34,"DM"
177,"F",29,"NL"
25,,,"PM"
25,"F",18,"PE"
143,"M",51,"DS"
39,"F",34,"DO"
58,"F",35,"DO"
51,"M",33,"DO"
165,"M",49,"DS"
135,"F",48,"DS"
44,"M",36,"DM"
54,"M",35,"DM"
164,"M",54,"DS"
40,"M",35,"DM"
138,"F",49,"DS"
24,"M",34,"DM"
51,"M",37,"DM"
159,"F",51,"DS"
49,"M",37,"DM"
39,"F",35,"DM"
45,"F",36,"DM"
52,"M",37,"DM"
39,"M",35,"DO"
25,"M",18,"PM"
37,"M",34,"DM"
9,"M",15,"RM"
14,"F",14,"RM"
48,"M",34,"DO"
40,"M",34,"DM"
54,"M",36,"DO"
142,"M",49,"DS"
23,"M",19,"PM"
56,"M",37,"DO"
46,"F",35,"DM"
13,"F",17,"RM"
38,"M",37,"DM"
10,"M",16,"RM"
32,"F",34,"DO"
145,"F",48,"DS"
28,"F",36,"DM"
22,"M",19,"PM"
47,"M",35,"DM"
29,"M",19,"OL"
23,"F",20,"PM"
44,"F",35,"DM"
24,"M",19,"PE"
52,"M",34,"DO"
58,"M",36,"DM"
12,"M",15,"RM"
47,"M",36,"DM"
,,,
11,"F",15,"RM"
45,"M",35,"DM"
,,,"PM"
38,"M",19,"OL"
49,"M",35,"DM"
25,"F",20,"PE"
11,"M",16,"RM"
41,"F",34,"DM"
7,"F",15,"RM"
32,"M",20,"OL"
38,"F",34,"DM"
43,"M",36,"DM"
24,"M",19,"OT"
10,"M",17,"RM"
25,"F",19,"OL"
39,"F",35,"DM"
164,"F",33,"NL"
48,"M",35,"DM"
43,"M",35,"DM"
27,"M",19,"PE"
14,"F",17,"RM"
12,"M",16,"RM"
9,"F",15,"RM"
11,"F",15,"RM"
15,"F",16,"RM"
9,"M",16,"RM"
26,"M",34,"DM"
8,"F",15,"RM"
26,"M",19,"PM"
47,"F",33,"DO"
80,"F",29,"NL"
36,"F",33,"DO"
44,"F",35,"DM"
25,"F",19,"PM"
39,"M",35,"DM"
52,"M",32,"DO"
45,"F",35,"DO"
35,"F",37,"DM"
39,"M",34,"DM"
39,"M",19,"OL"
6,"F",16,"RM"
,,,"AB"
184,"F",31,"NL"
75,"F",29,"NL"
39,"F",35,"DM"
38,"M",22,"OL"
11,"M",16,"RM"
51,"M",37,"DM"
12,"M",15,"RM"
43,"F",33,"DO"
18,"M",18,"PM"
56,"M",33,"DO"
49,"M",35,"DM"
57,"M",35,"DM"
58,"F",33,"DO"
28,"M",22,"PM"
12,"M",15,"RM"
202,"M",32,"NL"
,"M",,"DO"
43,"M",36,"DM"
40,"F",35,"DM"
12,"F",16,"RM"
10,"M",14,"RM"
13,"F",16,"RM"
45,"M",32,"DM"
51,"M",34,"DM"
39,"M",19,"OL"
26,"M",20,"OT"
11,"M",15,"RM"
59,"F",37,"DO"
54,"M",35,"DO"
50,"M",34,"DM"
52,"M",36,"DO"
16,"F",18,"OT"
43,"F",34,"DM"
53,"M",34,"DM"
,,,"AB"
10,"F",19,"PM"
24,"F",21,"PE"
45,"F",36,"DM"
54,"M",36,"DM"
136,"M",51,"DS"
47,"F",34,"DM"
,,,"PC"
,,,"AB"
28,"M",20,"OL"
148,"M",54,"DS"
46,"M",35,"DM"
31,"F",21,"OL"
43,"M",34,"DO"
,,,"AB"
,,,"AH"
12,"F",17,"RM"
9,"F",15,"RM"
50,"M",35,"DM"
10,"M",15,"RM"
87,"M",48,"DS"
,"F",34,"DO"
29,"F",20,"PM"
41,"M",35,"DO"
,,,"AH"
117,"F",50,"DS"
,,,"AH"
46,"F",36,"DM"
148,"F",52,"DS"
51,"M",35,"DO"
37,"M",34,"DM"
,,,"AH"
,,,"AH"
44,"M",35,"DM"
23,"M",20,"PE"
46,"M",35,"DM"
,"F",50,"DS"
126,"M",48,"DS"
,"F",47,"DS"
47,"M",36,"DM"
37,"F",35,"DM"
,,,"CB"
22,"F",21,"PE"
39,"F",34,"DO"
48,"M",37,"DM"
36,"F",35,"DO"
13,"F",18,"RM"
,,,"AB"
48,"M",36,"DM"
50,"M",35,"DM"
59,"M",35,"DO"
152,"M",32,"NL"
45,"F",36,"DM"
253,"M",32,"NL"
59,"M",37,"DO"
37,"F",33,"DO"
40,"M",35,"DM"
136,"F",47,"DS"
24,"M",20,"PM"
39,"F",34,"DO"
21,"F",20,"PE"
54,"M",39,"DM"
9,"F",17,"PM"
46,"F",36,"DM"
19,"F",19,"PE"
32,"M",18,"OL"
19,"M",20,"PM"
20,"M",19,"PE"
46,"M",36,"DM"
8,"F",18,"PM"
41,"F",35,"DM"
45,"M",36,"DM"
41,"M",36,"DM"
50,"M",36,"DO"
11,"M",17,"RM"
29,"M",22,"OL"
52,"M",36,"DO"
46,"M",36,"DM"
12,"F",15,"RM"
13,"F",12,"RM"
49,"M",36,"DM"
11,"M",16,"RM"
14,"F",16,"RM"
10,"F",11,"RM"
42,"F",35,"DO"
10,"F",17,"RM"
9,"F",15,"RM"
28,"M",19,"OL"
11,"M",16,"RM"
46,"F",36,"DM"
30,"F",20,"PM"
11,"F",15,"RM"
25,"M",21,"PM"
31,"M",35,"DM"
9,"M",11,"RM"
46,"F",36,"DM"
26,"M",18,"PE"
50,"F",34,"DO"
25,"F",22,"OL"
,,,"AB"
31,"F",19,"OL"
46,"M",36,"DM"
27,"M",22,"OL"
54,"F",36,"DO"
55,"M",33,"DO"
47,"M",35,"DM"
57,"M",36,"DO"
58,"M",35,"DO"
,,,"AB"
10,"M",16,"RM"
46,"M",36,"DM"
44,"F",36,"DM"
46,"F",36,"DM"
42,"M",35,"DM"
58,"M",37,"DO"
11,"M",16,"RM"
9,"M",13,"RM"
32,"M",36,"DM"
10,"F",17,"RM"
14,"F",12,"RM"
40,"F",35,"DM"
41,"F",35,"DO"
,,,"AB"
,,,"RM"
48,"M",36,"DM"
115,"F",32,"NL"
31,"F",19,"PM"
52,"M",37,"DO"
,,,"AB"
46,"F",34,"DO"
39,"M",35,"DO"
27,"M",22,"PM"
52,"M",36,"DM"
56,"F",37,"DO"
54,"M",34,"DO"
204,"M",34,"NL"
,,,"AB"
41,"M",36,"DM"
53,"M",36,"DO"
45,"M",37,"DM"
51,"M",35,"DM"
,,,"AB"
9,"M",16,"RM"
47,"M",35,"DM"
176,"F",33,"NL"
52,"M",38,"DM"
9,"M",15,"RM"
46,"M",37,"DO"
38,"F",34,"DM"
48,"M",37,"DM"
115,"F",47,"DS"
57,"M",34,"DO"
42,"M",35,"DM"
49,"M",37,"DM"
57,"F",36,"DO"
10,"M",16,"RM"
55,"M",36,"DO"
10,"M",16,"RM"
131,"M",50,"DS"
,,,"AB"
9,"F",16,"RM"
42,"F",37,"DM"
10,"M",16,"RM"
45,"F",37,"DM"
129,"M",50,"DS"
167,"M",52,"DS"
31,"F",20,"PM"
62,"F",36,"DO"
28,"F",22,"OL"
50,"M",37,"DM"
48,"F",35,"DO"
25,"M",19,"PE"
,,,"AB"
49,"M",35,"DM"
33,"M",22,"OL"
127,"F",46,"DS"
11,"M",17,"RM"
39,"M",22,"OL"
45,"M",37,"DM"
48,"M",36,"DM"
48,"F",34,"DO"
39,"F",36,"DO"
144,"M",50,"DS"
24,"M",20,"PM"
40,"F",36,"DM"
11,"M",15,"RM"
178,"F",49,"DS"
57,"M",36,"DO"
40,"M",36,"DM"
49,"M",36,"DM"
10,"F",15,"RM"
,,,"AH"
128,"M",50,"DS"
40,"M",36,"DM"
17,"F",17,"RM"
170,"F",31,"NL"
46,"F",35,"DM"
42,"F",36,"DM"
,,,"AB"
128,"F",50,"DS"
52,"M",36,"DO"
27,"M",21,"OL"
129,"F",49,"DS"
55,"M",37,"DM"
9,"F",16,"RM"
12,"F",16,"RM"
27,"F",20,"PM"
38,"F",22,"PE"
27,"M",25,"PM"
51,"F",37,"DO"
46,"M",35,"DM"
47,"M",36,"DM"
259,"M",33,"NL"
27,"F",22,"PE"
57,"M",37,"DO"
43,"M",36,"DM"
12,"M",17,"RM"
11,"F",15,"RM"
30,"F",21,"OL"
12,"F",17,"RM"
43,"F",34,"DO"
46,"M",37,"DM"
49,"F",37,"DM"
12,"F",12,"RM"
11,"F",15,"RM"
26,"M",21,"PM"
52,"M",34,"DM"
28,"M",22,"OT"
49,"M",34,"DM"
46,"F",35,"DM"
27,"M",19,"PE"
196,"M",33,"NL"
,,,"PM"
52,"F",35,"DM"
58,"M",36,"DO"
,,,"SS"
56,"M",36,"DO"
162,"F",32,"NL"
66,"F",36,"DO"
57,"M",35,"DO"
41,"F",36,"DM"
12,"M",14,"RM"
46,"M",36,"DM"
25,"F",21,"OT"
46,"F",36,"DM"
47,"F",34,"DO"
52,"F",37,"DO"
11,"M",15,"RM"
47,"M",37,"DM"
24,"F",21,"PM"
47,"M",34,"DM"
50,"M",45,"DM"
33,"F",19,"PM"
57,"M",36,"DO"
51,"F",37,"DM"
11,"F",18,"PM"
46,"M",35,"DM"
38,"M",36,"DO"
26,"F",31,"DO"
11,"F",17,"OT"
210,"F",34,"NL"
,,,"AH"
55,"M",37,"DO"
11,"M",21,"PM"
,,,"AB"
11,"M",12,"RM"
47,"F",36,"DO"
49,"M",36,"DM"
128,"F",33,"NL"
41,"M",36,"DM"
55,"M",36,"DO"
25,"M",18,"PE"
50,"F",35,"DO"
47,"F",36,"DM"
12,"M",15,"RM"
54,"M",36,"DO"
37,"M",33,"DO"
12,"F",15,"RM"
26,"F",19,"PE"
,,,"AB"
24,"M",22,"PE"
124,"M",51,"DS"
43,"F",36,"DM"
10,"M",12,"RM"
42,"F",34,"DO"
49,"M",37,"DM"
62,"F",36,"DO"
46,"M",36,"DM"
44,"M",37,"DM"
42,"F",36,"DM"
42,"F",34,"DM"
,,,"AB"
11,"M",16,"RM"
135,"F",50,"DS"
13,"F",15,"RM"
48,"M",36,"DO"
,,,"AB"
56,"F",36,"DO"
94,"M",45,"DS"
45,"M",37,"DM"
13,"M",16,"RM"
49,"M",37,"DM"
19,"M",22,"PP"
36,"F",36,"DO"
199,"F",32,"NL"
52,"M",37,"DM"
9,"F",16,"RM"
66,"F",34,"DO"
38,"M",20,"OL"
144,"F",53,"DS"
24,"F",33,"DM"
137,"M",53,"DS"
49,"M",36,"DM"
,,,"PC"
164,"F",50,"DS"
156,"M",53,"DS"
46,"F",36,"DO"
,,,"SS"
39,"M",33,"DO"
10,"M",15,"RM"
57,"M",36,"DO"
50,"M",37,"DM"
46,"M",36,"DM"
42,"M",35,"DM"
25,"M",19,"PE"
32,"M",22,"OL"
48,"M",36,"DM"
,"M",36,"DO"
36,"M",22,"OL"
,,,"AB"
131,"M",49,"DS"
25,"M",21,"PM"
26,"F",21,"PM"
41,"M",35,"DM"
99,"M",31,"NL"
142,"M",50,"DS"
73,"M",49,"DS"
125,"F",49,"DS"
126,"F",49,"DS"
16,"M",18,"PE"
21,"F",33,"DM"
48,"M",35,"DM"
21,"M",21,"PE"
22,"M",19,"PE"
26,"M",21,"PM"
42,"M",36,"DM"
27,"F",21,"PE"
,,,"AH"
,,,"AB"
53,"M",35,"DM"
32,"F",21,"PM"
19,"M",22,"PP"
,,,"SS"
,"M",35,"DM"
,,,"AB"
50,"M",37,"DM"
260,"M",34,"NL"
59,"M",38,"DO"
25,"M",21,"PM"
40,"M",21,"OL"
52,"M",35,"DO"
31,"F",21,"PE"
46,"F",37,"DM"
10,"M",16,"RM"
29,"F",19,"OL"
22,"M",39,"OL"
27,"M",21,"PM"
44,"F",36,"DM"
24,"M",19,"PM"
11,"F",20,"PE"
148,"F",33,"NL"
42,"F",36,"DM"
42,"F",21,"OL"
22,"F",21,"PE"
50,"F",36,"DO"
55,"F",33,"DO"
234,"M",34,"NL"
16,"F",15,"RM"
59,"M",35,"DO"
17,"F",22,"PP"
49,"M",36,"DM"
46,"F",35,"DM"
15,"F",19,"PE"
49,"M",35,"DM"
46,"M",36,"DM"
13,"F",20,"PM"
11,"M",17,"RM"
27,"F",21,"OL"
57,"M",36,"DO"
18,"M",19,"PE"
18,"M",19,"PE"
15,"F",21,"PE"
,"M",37,"DO"
,,,"SS"
211,"F",35,"NL"
45,"F",35,"DM"
49,"F",35,"DO"
58,"M",35,"DO"
45,"F",36,"DM"
17,"M",21,"PE"
48,"M",36,"DM"
48,"M",36,"DM"
30,"F",36,"DM"
,,,"PC"
36,"M",36,"DO"
53,"M",37,"DO"
46,"F",37,"DM"
42,"M",35,"DM"
44,"M",35,"DO"
,,,"SS"
41,"M",34,"DO"
12,"M",17,"RM"
50,"M",38,"DM"
50,"F",34,"DO"
13,"M",19,"PE"
50,"F",35,"DO"
56,"M",36,"DO"
52,"M",36,"DM"
126,"M",51,"DS"
53,"M",36,"DO"
56,"F",35,"DM"
,,,"AH"
171,"F",32,"NL"
,,,"AB"
54,"M",37,"DO"
43,"M",37,"DM"
24,"F",19,"PM"
69,"F",29,"NL"
29,"F",21,"OL"
30,"F",18,"PE"
46,"M",36,"DM"
14,"M",21,"PM"
79,"M",30,"NL"
33,"M",36,"DM"
21,"M",22,"PP"
,,,"AH"
31,"F",20,"PE"
62,"M",47,"DS"
56,"M",37,"DO"
157,"M",53,"DS"
49,"M",37,"DM"
20,"F",21,"PP"
134,"M",52,"DS"
54,"M",36,"DM"
79,"F",47,"DS"
117,"F",34,"NL"
69,"M",46,"DS"
18,"F",20,"PP"
49,"F",36,"DO"
50,"M",37,"DM"
,,,"SS"
44,"M",34,"DM"
46,"M",35,"DM"
127,"F",46,"DS"
12,"F",15,"RM"
150,"F",52,"DS"
50,"M",34,"DO"
63,"F",30,"NL"
136,"F",50,"DS"
42,"M",36,"DO"
58,"M",35,"DO"
53,"F",35,"DO"
72,"F",28,"NL"
26,"M",18,"PE"
137,"M",51,"DS"
19,"M",19,"PP"
40,"F",37,"DM"
152,"F",51,"DS"
21,"M",21,"PM"
50,"F",46,"DS"
17,"F",24,"PP"
14,"M",20,"PM"
47,"M",36,"DM"
102,"M",51,"DS"
23,"M",21,"PE"
247,"M",32,"NL"
18,"M",21,"PE"
21,"F",21,"PM"
28,"F",20,"PE"
47,"F",35,"DM"
49,"F",37,"DM"
139,"M",52,"DS"
48,"F",37,"DM"
270,"M",32,"NL"
45,"F",37,"DM"
21,"M",21,"PE"
47,"M",36,"DM"
52,"M",37,"DM"
44,"M",36,"DM"
,,,
44,"M",36,"DM"
20,"M",20,"PE"
30,"F",19,"OL"
192,"F",30,"NL"
46,"F",36,"DM"
18,"F",20,"PM"
,"M",28,"NL"
20,"M",20,"PM"
51,"F",36,"DO"
31,"F",19,"PM"
36,"F",34,"DO"
,"F",,"PE"
150,"F",31,"NL"
52,"M",35,"DO"
44,"M",34,"DM"
14,"M",19,"PM"
8,"M",17,"RM"
115,"M",32,"NL"
47,"M",35,"DM"
32,"M",35,"DO"
99,"F",30,"NL"
14,"M",18,"PM"
24,"M",19,"OT"
45,"M",34,"DO"
12,"M",14,"RM"
,,,"SA"
17,"M",19,"PM"
153,"F",32,"NL"
45,"F",36,"DM"
23,"F",20,"PM"
,,,"AH"
44,"M",36,"DM"
,,,"AB"
46,"M",37,"DM"
25,"F",19,"PE"
47,"M",36,"DM"
25,"M",22,"PM"
12,"F",15,"RM"
35,"M",21,"OL"
164,"F",52,"DS"
29,"M",18,"OL"
159,"M",,"DS"
18,"M",19,"PE"
23,"M",19,"PE"
44,"M",35,"DM"
45,"F",34,"DM"
22,"F",20,"PM"
54,"F",36,"DM"
13,"F",15,"RM"
18,"F",20,"PM"
11,"F",18,"RM"
29,"M",21,"OL"
45,"F",37,"DM"
55,"F",34,"DO"
139,"M",49,"DS"
48,"M",34,"DO"
59,"M",35,"DO"
53,"M",36,"DM"
,,,"AB"
169,"F",32,"NL"
51,"M",37,"DM"
47,"M",35,"DM"
27,"F",20,"PE"
20,"F",20,"PM"
124,"F",49,"DS"
47,"M",35,"DM"
42,"M",36,"DO"
8,"M",16,"RM"
50,"M",35,"DM"
45,"F",35,"DO"
80,"M",47,"DS"
44,"M",36,"DM"
22,"M",21,"PP"
,,,"AH"
75,"M",31,"NL"
17,"F",20,"PE"
30,"M",34,"DM"
46,"M",37,"DM"
33,"F",19,"OL"
47,"M",36,"DM"
,,,"PE"
45,"F",36,"DM"
142,"F",52,"DS"
220,"F",31,"NL"
134,"F",50,"DS"
24,"F",19,"PE"
41,"F",35,"DM"
,,,"AH"
,,,"AH"
45,"F",38,"DM"
27,"F",21,"PM"
30,"F",20,"OL"
37,"F",35,"DM"
,,,"AH"
9,"F",14,"RM"
58,"M",37,"DO"
,,,"AH"
11,"M",15,"RM"
,,,"AH"
7,"F",17,"RM"
48,"M",36,"DM"
43,"F",35,"DM"
21,"F",20,"PE"
13,"F",15,"RM"
19,"M",21,"PP"
46,"F",31,"DM"
,,,"AH"
20,"M",24,"PP"
47,"M",36,"DM"
24,"F",36,"DM"
179,"F",33,"NL"
45,"F",35,"DM"
55,"M",36,"DO"
47,"M",35,"DM"
44,"M",34,"DO"
24,"M",20,"PM"
,,,"SS"
18,"M",20,"PE"
50,"M",34,"DO"
53,"M",36,"DO"
,,,"DM"
40,"M",38,"DO"
,"M",20,"OL"
18,"F",19,"PE"
8,"F",15,"RM"
25,"M",19,"PM"
45,"F",37,"DM"
19,"M",21,"PE"
48,"M",38,"DM"
46,"F",34,"DM"
47,"F",35,"DM"
12,"M",16,"PM"
51,"M",36,"DM"
,,,"AH"
143,"M",51,"DS"
278,"M",32,"NL"
138,"M",51,"DS"
177,"F",31,"NL"
,,,"AH"
,,,"AH"
55,"M",30,"NL"
,,,"AH"
19,"F",20,"PM"
125,"F",48,"DS"
27,"M",20,"OL"
,,,"AH"
40,"M",35,"DM"
54,"M",38,"DM"
,,,"AB"
10,"M",15,"RM"
43,"M",36,"DO"
25,"M",35,"DM"
,,,"AH"
20,"F",19,"PM"
23,"F",21,"PE"
33,"F",35,"DM"
28,"M",35,"DM"
12,"F",16,"RM"
25,"M",21,"PM"
20,"M",18,"PE"
50,"M",35,"DM"
36,"M",37,"DM"
53,"F",35,"DO"
6,"F",14,"RM"
31,"M",20,"OL"
38,"F",33,"DO"
15,"F",21,"PP"
44,"M",38,"DM"
46,"M",35,"DM"
17,"M",21,"PE"
43,"M",,"DM"
41,"F",35,"DM"
32,"M",36,"DM"
23,"M",21,"OT"
24,"M",20,"PE"
12,"F",,"RM"
43,"F",36,"DM"
25,"M",21,"OT"
11,"F",17,"RM"
51,"F",36,"DM"
48,"M",37,"DM"
15,"M",20,"PE"
45,"M",37,"DM"
55,"M",38,"DO"
23,"M",16,"PM"
49,"M",36,"DM"
100,"M",50,"DS"
8,"F",17,"RM"
80,"F",30,"NL"
,,,"DS"
22,"M",20,"PM"
105,"F",30,"NL"
8,"F",14,"RM"
16,"F",19,"OT"
21,"M",23,"PP"
44,"F",37,"DM"
72,"M",30,"NL"
11,"F",14,"RM"
51,"M",37,"DO"
45,"M",32,"DM"
24,"M",20,"PE"
47,"M",35,"DM"
,,,"AH"
58,"F",37,"DO"
21,"F",20,"PE"
39,"M",35,"DM"
,,,"SS"
53,"M",36,"DM"
46,"F",35,"DO"
21,"M",33,"DM"
20,"F",19,"PE"
42,"M",35,"DM"
190,"F",33,"NL"
50,"M",36,"DM"
11,"M",20,"PM"
,"F",34,"DM"
13,"M",17,"RM"
45,"M",38,"DO"
26,"F",20,"PM"
48,"F",33,"DM"
,,,"AH"
120,"M",51,"DS"
42,"F",36,"DM"
24,"F",21,"PM"
32,"M",21,"OL"
12,"M",18,"PM"
54,"M",37,"DO"
24,"F",23,"PP"
52,"M",37,"DM"
24,"F",20,"OT"
47,"M",34,"DM"
29,"F",20,"OT"
171,"F",32,"NL"
29,"F",18,"OL"
,,,"AH"
150,"F",,"DS"
25,"F",33,"DM"
143,"M",56,"DS"
23,"F",23,"PP"
,,,"SS"
26,"M",36,"DM"
21,"F",20,"PM"
6,"M",15,"RM"
26,"F",35,"DM"
58,"M",36,"DO"
130,"M",52,"DS"
46,"M",38,"DM"
43,"M",37,"DM"
10,"M",16,"RM"
125,"F",51,"DS"
12,"M",17,"RM"
5,"F",17,"RM"
92,"M",53,"DS"
14,"F",17,"RM"
100,"M",32,"NL"
12,"F",16,"RM"
39,"M",44,"DS"
44,"F",35,"DO"
54,"M",35,"DM"
23,"M",22,"PM"
21,"M",22,"PM"
136,"F",30,"NL"
45,"F",37,"DM"
12,"F",16,"RM"
60,"M",37,"DO"
,"F",,"DS"
,,,"DS"
,"F",22,"OL"
121,"F",47,"DS"
50,"F",35,"DM"
44,"M",35,"DM"
50,"F",36,"DO"
45,"M",36,"DM"
43,"M",35,"DM"
21,"F",21,"PE"
28,"F",34,"DM"
141,"M",52,"DS"
47,"M",36,"DM"
49,"M",35,"DM"
37,"F",36,"DM"
30,"M",20,"OL"
45,"F",46,"DS"
52,"M",35,"DO"
49,"F",38,"DM"
38,"M",36,"DM"
25,"F",21,"PM"
,,,"SS"
55,"M",38,"DM"
53,"M",37,"DO"
260,"M",33,"NL"
17,"M",22,"PP"
11,"F",15,"RM"
52,"M",36,"DO"
14,"F",17,"RM"
10,"F",17,"RM"
118,"F",32,"NL"
29,"M",36,"DM"
47,"F",35,"DM"
48,"M",39,"DM"
57,"F",37,"DO"
13,"F",,"PM"
,"M",,"RM"
20,"M",,"PP"
,,,"SS"
13,"F",,"PP"
11,"M",,"RM"
27,"F",,"DM"
22,"M",,"PM"
35,"F",,"DM"
35,"M",,"DM"
38,"F",,"DM"
10,"M",,"RM"
18,"M",,"PM"
42,"F",,"DM"
44,"M",,"DM"
21,"F",,"PE"
28,"M",,"OL"
44,"M",,"DO"
230,"M",,"NL"
10,"F",,"RM"
8,"F",,"RM"
11,"F",,"RM"
19,"F",,"OT"
13,"M",,"DM"
35,"M",,"DM"
41,"M",,"DM"
13,"F",,"PM"
,"M",,"DO"
28,"F",,"DM"
9,"M",,"RM"
60,"F",,"DO"
44,"F",,"DM"
41,"F",,"DO"
52,"M",,"DM"
20,"F",,"DO"
49,"M",,"DM"
37,"M",,"DM"
45,"M",,"DM"
36,"M",,"DM"
42,"F",,"DM"
40,"F",,"DO"
130,"F",,"DS"
56,"M",,"DO"
42,"F",,"DM"
39,"F",,"DM"
8,"F",,"RM"
49,"M",,"DO"
41,"M",,"DM"
13,"M",,"PE"
44,"M",,"DM"
24,"M",,"PM"
18,"M",,"PE"
44,"F",,"DM"
30,"M",,"DM"
10,"F",,"RM"
24,"M",,"DO"
